Number,Chapter_No,Chapter_Desc,Group_Code,Group_Desc,ICD10_3_Code,ICD10_3_Code_Desc,ICD10_Code,WHO_Full_Desc,Valid_ICD10_ClinicalUse,Valid_ICD10_Primary,Valid_ICD10_Asterisk,Valid_ICD10_Dagger,Valid_ICD10_Sequelae,Age_Range,Gender,Status,WHO_Start_date,WHO_End_date,WHO_Revision_History,SA_Start_Date,SA_End_Date,SA_Revision_History,Comment,,,,,,,,,,,,
16679,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.0,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver, nontraffic accident",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16680,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.00,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver, nontraffic accident, while engaged in sports activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16681,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.01,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver, nontraffic accident, while engaged in leisure activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16682,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.02,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver, nontraffic accident, while working for income",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16683,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.03,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver, nontraffic accident, while engaged in other types of work",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16684,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.04,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16685,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.08,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver, nontraffic accident, while engaged in other specified activities",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16686,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.09,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver, nontraffic accident, during unspecified activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16687,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.1,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16688,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.10,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident, while engaged in sports activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16689,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.11,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident, while engaged in leisure activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16690,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.12,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident, while working for income",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16691,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.13,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident, while engaged in other types of work",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16692,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.14,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16693,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.18,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident, while engaged in other specified activities",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16694,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.19,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident, during unspecified activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16695,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.2,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16696,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.20,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident, while engaged in sports activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16697,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.21,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident, while engaged in leisure activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16698,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.22,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident, while working for income",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16699,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.23,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident, while engaged in other types of work",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16700,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.24,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16701,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.28,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident, while engaged in other specified activities",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16702,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.29,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident, during unspecified activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16703,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.3,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, unspecified occupant of pick-up truck or van, nontraffic accident",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16704,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.30,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, unspecified occupant of pick-up truck or van, nontraffic accident, while engaged in sports activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
16705,CHAPTER XX,External causes of morbidity and mortality (V01-Y98),224 (V50-V59),Accidents: Transport accidents: Occupant of pick-up truck or van injured in transport accident,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V54.31,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, unspecified occupant of pick-up truck or van, nontraffic accident, while engaged in leisure activity",Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
